Time,Actual Shipment Rate,Desired Shipment Rate,Inventory Coverage,Actual Inventory,Desired Inventory,Desired Production,Actual Production,Actual WIP,Desired WIP
32,12000,12000,3.826190756,45914.28908,47732.01644,12160.22003,12248.24872,97433.63927,97281.76025
32.1,12000,12000,3.828259496,45939.11395,47735.36624,12158.3731,12245.3091,97417.24245,97266.98476
32.2,12000,12000,3.830303738,45963.64486,47738.67416,12156.5472,12242.40892,97401.03597,97252.37762
32.3,12000,12000,3.832323812,45987.88575,47741.94073,12154.74206,12239.54748,97385.01688,97237.93645
32.4,12000,12000,3.834320041,46011.8405,47745.16647,12152.95737,12236.72412,97369.18232,97223.65892
32.5,12000,12000,3.836292742,46035.51291,47748.35189,12151.19285,12233.93817,97353.52947,97209.54277
32.6,12000,12000,3.838242227,46058.90673,47751.49749,12149.44822,12231.189,97338.0556,97195.58575
32.7,12000,12000,3.840168802,46082.02563,47754.60377,12147.72321,12228.47595,97322.75803,97181.7857
32.8,12000,12000,3.842072768,46104.87322,47757.67123,12146.01756,12225.79841,97307.63414,97168.14046
32.9,12000,12000,3.843954422,46127.45306,47760.70034,12144.33099,12223.15576,97292.68137,97154.64795
33,12000,12000,3.845814053,46149.76864,47763.69158,12142.66326,12220.54739,97277.89722,97141.30611
33.1,12000,12000,3.847651948,46171.82338,47766.64544,12141.01412,12217.97271,97263.27926,97128.11294
33.2,12000,12000,3.849468387,46193.62065,47769.56237,12139.38331,12215.43114,97248.82508,97115.06646
33.3,12000,12000,3.851263647,46215.16376,47772.44284,12137.77059,12212.92211,97234.53237,97102.16476
33.4,12000,12000,3.853037998,46236.45597,47775.28731,12136.17574,12210.44505,97220.39883,97089.40594
33.5,12000,12000,3.854791707,46257.50048,47778.09621,12134.59852,12207.99942,97206.42226,97076.78816
33.6,12000,12000,3.856525035,46278.30042,47780.87001,12133.0387,12205.58468,97192.60046,97064.30961
33.7,12000,12000,3.858238241,46298.85889,47783.60914,12131.49606,12203.2003,97178.93132,97051.96852
33.8,12000,12000,3.859931577,46319.17892,47786.31402,12129.97039,12200.84576,97165.41276,97039.76315
33.9,12000,12000,3.861605291,46339.2635,47788.9851,12128.46147,12198.52056,97152.04274,97027.69179
34,12000,12000,3.863259629,46359.11555,47791.62278,12126.9691,12196.2242,97138.81929,97015.7528
34.1,12000,12000,3.864894831,46378.73797,47794.2275,12125.49307,12193.95619,97125.74045,97003.94452
34.2,12000,12000,3.866511133,46398.13359,47796.79965,12124.03317,12191.71606,97112.80434,96992.26537
34.3,12000,12000,3.868108766,46417.3052,47799.33966,12122.58922,12189.50335,97100.00911,96980.71378
34.4,12000,12000,3.869687961,46436.25553,47801.84791,12121.16103,12187.31759,97087.35293,96969.28821
34.5,12000,12000,3.871248941,46454.98729,47804.32481,12119.74839,12185.15835,97074.83403,96957.98715
34.6,12000,12000,3.872791927,46473.50313,47806.77075,12118.35114,12183.02518,97062.4507,96946.80914
34.7,12000,12000,3.874317137,46491.80564,47809.18612,12116.96909,12180.91767,97050.20121,96935.75272
34.8,12000,12000,3.875824784,46509.89741,47811.57129,12115.60206,12178.83539,97038.08393,96924.81647
34.9,12000,12000,3.877315079,46527.78095,47813.92665,12114.24988,12176.77794,97026.09722,96913.99901
35,12000,12000,3.878788229,46545.45874,47816.25257,12112.91237,12174.74491,97014.23951,96903.29896
35.1,12000,12000,3.880244436,46562.93323,47818.54941,12111.58938,12172.73593,97002.50923,96892.715
35.2,12000,12000,3.881683902,46580.20683,47820.81754,12110.28073,12170.7506,96990.90486,96882.2458
35.3,12000,12000,3.883106824,46597.28189,47823.05732,12108.98626,12168.78856,96979.42492,96871.89009
35.4,12000,12000,3.884513395,46614.16074,47825.26911,12107.70582,12166.84945,96968.06795,96861.64658
35.5,12000,12000,3.885903807,46630.84569,47827.45324,12106.43926,12164.9329,96956.83252,96851.51404
35.6,12000,12000,3.887278248,46647.33898,47829.61008,12105.18641,12163.03857,96945.71723,96841.49126
35.7,12000,12000,3.888636903,46663.64284,47831.73995,12103.94713,12161.16612,96934.72071,96831.57702
35.8,12000,12000,3.889979954,46679.75945,47833.8432,12102.72127,12159.31522,96923.84163,96821.77016
35.9,12000,12000,3.891307581,46695.69097,47835.92016,12101.50869,12157.48555,96913.07866,96812.06952
36,12000,12000,3.89261996,46711.43953,47837.97116,12100.30924,12155.67679,96902.43052,96802.47396
36.1,12000,12000,3.893917267,46727.0072,47839.99652,12099.1228,12153.88862,96891.89594,96792.98236
36.2,12000,12000,3.895199672,46742.39607,47841.99657,12097.9492,12152.12076,96881.47367,96783.59363
36.3,12000,12000,3.896467345,46757.60814,47843.97161,12096.78834,12150.3729,96871.16252,96774.30668
36.4,12000,12000,3.897720453,46772.64543,47845.92196,12095.64006,12148.64475,96860.96127,96765.12046
36.5,12000,12000,3.898959159,46787.50991,47847.84794,12094.50424,12146.93603,96850.86876,96756.03391
36.6,12000,12000,3.900183626,46802.20351,47849.74984,12093.38075,12145.24648,96840.88384,96747.04601
36.7,12000,12000,3.901394013,46816.72816,47851.62797,12092.26947,12143.57581,96831.00537,96738.15574
36.8,12000,12000,3.902590478,46831.08574,47853.48262,12091.17026,12141.92377,96821.23226,96729.36211
36.9,12000,12000,3.903773176,46845.27812,47855.31408,12090.08302,12140.2901,96811.5634,96720.66414
37,12000,12000,3.90494226,46859.30712,47857.12266,12089.00761,12138.67454,96801.99773,96712.06085
37.1,12000,12000,3.906097882,46873.17458,47858.90862,12087.94391,12137.07686,96792.53419,96703.5513
37.2,12000,12000,3.907240189,46886.88227,47860.67227,12086.89182,12135.49682,96783.17175,96695.13454
37.3,12000,12000,3.908369329,46900.43195,47862.41386,12085.85121,12133.93417,96773.90939,96686.80964
37.4,12000,12000,3.909485447,46913.82536,47864.13369,12084.82196,12132.3887,96764.74611,96678.57571
37.5,12000,12000,3.910588686,46927.06423,47865.83202,12083.80398,12130.86017,96755.68091,96670.43182
37.6,12000,12000,3.911679188,46940.15025,47867.50912,12082.79714,12129.34838,96746.71284,96662.3771
37.7,12000,12000,3.912757091,46953.08509,47869.16525,12081.80133,12127.85309,96737.84093,96654.41068
37.8,12000,12000,3.913822533,46965.8704,47870.80069,12080.81646,12126.37411,96729.06424,96646.53167
37.9,12000,12000,3.914875651,46978.50781,47872.41568,12079.8424,12124.91124,96720.38184,96638.73923
38,12000,12000,3.915916578,46990.99893,47874.01048,12078.87906,12123.46426,96711.79283,96631.03252
38.1,12000,12000,3.916945447,47003.34536,47875.58535,12077.92634,12122.03299,96703.2963,96623.4107
38.2,12000,12000,3.917962388,47015.54866,47877.14054,12076.98412,12120.61723,96694.89135,96615.87295
38.3,12000,12000,3.918967532,47027.61038,47878.67628,12076.05231,12119.21679,96686.57712,96608.41846
38.4,12000,12000,3.919961005,47039.53206,47880.19283,12075.1308,12117.8315,96678.35274,96601.04642
38.5,12000,12000,3.920942934,47051.31521,47881.69042,12074.2195,12116.46117,96670.21735,96593.75604
38.6,12000,12000,3.921913444,47062.96133,47883.16929,12073.31832,12115.10562,96662.17012,96586.54653
38.7,12000,12000,3.922872657,47074.47189,47884.62967,12072.42714,12113.76469,96654.21021,96579.41712
38.8,12000,12000,3.923820697,47085.84836,47886.0718,12071.54588,12112.4382,96646.3368,96572.36704
38.9,12000,12000,3.924757682,47097.09218,47887.4959,12070.67444,12111.12599,96638.54908,96565.39553
39,12000,12000,3.925683731,47108.20478,47888.9022,12069.81273,12109.8279,96630.84625,96558.50183
39.1,12000,12000,3.926598964,47119.18757,47890.29093,12068.96065,12108.54376,96623.22751,96551.68521
39.2,12000,12000,3.927503495,47130.04194,47891.66229,12068.11812,12107.27343,96615.69208,96544.94492
39.3,12000,12000,3.928397441,47140.76929,47893.01651,12067.28503,12106.01675,96608.23919,96538.28024
39.4,12000,12000,3.929280913,47151.37096,47894.3538,12066.46131,12104.77356,96600.86808,96531.69045
39.5,12000,12000,3.930154026,47161.84832,47895.67438,12065.64685,12103.54373,96593.57797,96525.17483
39.6,12000,12000,3.931016891,47172.20269,47896.97845,12064.84158,12102.3271,96586.36812,96518.73266
39.7,12000,12000,3.931869617,47182.4354,47898.26622,12064.04541,12101.12353,96579.2378,96512.36326
39.8,12000,12000,3.932712313,47192.54775,47899.53789,12063.25824,12099.9329,96572.18626,96506.06593
39.9,12000,12000,3.933545087,47202.54104,47900.79367,12062.48,12098.75505,96565.21278,96499.83996
40,12000,12000,3.934368046,47212.41655,47902.03375,12061.71059,12097.58986,96558.31663,96493.6847
