"Time","Shipment Rate","Desired Shipment Rate","Customer Order Rate","Inventory","Desired Inventory","Production Rate","Desired Production","WIP Inventory","Desired WIP","Inventory Coverage","Order Fulfillment Ratio","WIP Coverage","Backlog","Delivery Delay","Material Usage Rate","Desired Material Usage Rate","Desired Material Inventory","Material Inventory","Material Delivery Rate","Desired Material Delivery Rate"
"19.7","12103.8336109552","12379.6263816904","12000","36574.8742830436","46740.9461108654","13040.7873562227","12955.9955061941","104251.557991418","103647.964049552","3.02175950683424","0.977722044088254","7.99426868513979","24759.2527633807","2.04557114375491","12654.1985352613","12654.1985352613","25308.3970705225","25753.1009255241","12431.8466077605","12431.8466077605"
"19.8","12104.2092848269","12374.4347011426","12000","36668.5696575703","46756.6842844795","13043.6534273061","12950.1853994835","104212.899109322","103601.483195868","3.02940644817964","0.978162605174136","7.9895483033272","24748.8694022852","2.04464982552053","12644.4774427567","12644.4774427567","25288.9548855134","25730.865732774","12423.5220191264","12423.5220191264"
"19.9","12104.581820219","12369.2242369013","12000","36762.5140718183","46772.2257309235","13046.1576512682","12944.270390119","104172.981510867","103554.163120952","3.0370742763217","0.978604768446772","7.98495498026889","24738.4484738025","2.04372599080461","12634.8611951617","12634.8611951617","25269.7223903235","25708.770190411","12415.337295118","12415.337295118"
"20","12104.9495538351","12363.9951458903","12000","36856.6716549232","46787.572909287","13048.3082581527","12938.2558841172","104131.851865256","103506.047072938","3.04476045034373","0.979048390993481","7.98048680373515","24727.9902917806","2.04279994574172","12625.353487958","12625.353487958","25250.7069759159","25686.8178004066","12407.2980757127","12407.2980757127"
"20.1","12105.3109408726","12358.7476681986","12000","36951.007525355","46802.7282479209","13050.1134148901","12932.147152301","104089.556388237","103457.177218408","3.0524624857502","0.979493332647437","7.9761418984659","24717.4953363971","2.04187198966865","12615.9575673865","12615.9575673865","25231.9151347729","25665.0122591821","12399.4090051819","12399.4090051819"
"20.2","12105.6645491964","12353.4821211549","12000","37045.4877727567","46817.6941448219","13051.5812222875","12925.9493327136","104046.140803486","103407.594661709","3.06017795406497","0.979939455974593","7.97191842363225","24706.9642423099","2.0409424151729","12606.6762618249","12606.6762618249","25213.3525236498","25643.3574029616","12391.673822169","12391.673822169"
"20.3","12106.0090537702","12348.1988936951","12000","37140.0794400658","46832.4729680116","13052.7197123852","12919.6674329961","104001.65030744","103357.339463969","3.06790448240241","0.980386626259435","7.96781457038084","24696.3977873902","2.04001150814429","12597.5120112606","12597.5120112606","25195.0240225211","25621.857158996","12384.0954430231","12384.0954430231"
"20.4","12106.3432313318","12342.8984410066","12000","37234.7505059273","46847.0670559115","13053.5368461298","12913.3063327259","103956.129537328","103306.450661807","3.07563975301492","0.980834711489738","7.96382855947195","24685.7968820132","2.03907954782953","12588.4668949656","12588.4668949656","25176.9337899312","25600.5155021723","12376.6760388451","12376.676038845"
"20.5","12106.6659553056","12337.58127944","12000","37329.4698674071","46861.4787177126","13054.0405113208","12906.8707857163","103909.622542211","103254.966285731","3.08338150281978","0.981283582340466","7.9599586390205","24675.16255888","2.03814680688918","12579.542657476","12579.542657476","25159.085314952","25579.3364165602","12369.4171066719","12369.4171066719"
"20.6","12106.9761909405","12332.2479816747","12000","37424.2073230086","46875.7102337412","13054.2385207938","12900.3654222769","103862.172756827","103202.923378215","3.09112752290806","0.981733112156922","7.95620308234654","24664.4959633495","2.03721355145686","12570.7407329709","12570.7407329709","25141.4814659418","25558.3238614798","12362.3195352019","12362.3195352019"
"20.7","12107.2729906657","12326.8991721277","12000","37518.933555994","46889.7638558194","13054.1386108066","12893.794751433","103813.822978045","103150.358011464","3.09887565803793","0.982183176937262","7.95256018594016","24653.7983442554","2.03628004120025","12562.0622681429","12562.0622681429","25124.1245362858","25537.4817417029","12355.3836654344","12355.3836654344"
"20.8","12107.5554896538","12321.5355225944","12000","37613.6201180081","46903.6418076217","13053.748439598","12887.1631631071","103764.615343778","103097.305304857","3.10662380611428","0.982633655314448","7.94902826754442","24643.0710451888","2.03534652938382","12553.5081436465","12553.5081436465","25107.016287293","25516.813881432","12348.609346577","12348.609346577"
"20.9","12107.8229015829","12316.1577481117","12000","37708.2394130025","46917.3462850264","13053.0755860971","12880.4749302596","103714.591314183","103043.799442077","3.11436991765653","0.983084428537722","7.94560566435775","24632.3154962235","2.03441326293295","12545.0789942065","12545.0789942065","25090.1579884129","25496.3240017251","12341.9959875504","12341.9959875504"
"21","12108.0745145897","12310.7666030326","12000","37802.7646814539","46930.8794564636","13052.1275487582","12873.7342109921","103663.791654994","102989.873687937","3.12211199525598","0.98353538045365","7.94229073135716","24621.5332060652","2.03348048249928","12536.7752274635","12536.7752274635","25073.5504549271","25476.0157010595","12335.5426043973","12335.5426043973"
"21.1","12108.3096874051","12305.3628773031","12000","37897.1699848708","46944.2434632578","13050.9117445045","12866.9450506128","103612.256422865","102935.560404903","3.12984809302415","0.983986397486786","7.9390818397415","24610.7257546062","2.03254842252721","12528.5970416319","12528.5970416319","25057.1940832637","25455.8924387529","12329.2478638873","12329.2478638873"
"21.2","12108.5278456633","12299.9473929328","12000","37991.4301905807","46957.4404199671","13049.4355077635","12860.1113836651","103560.024952577","102880.89106932","3.13757631603312","0.984437368620005","7.93597737549386","24599.8947858657","2.03161731132131","12520.5444420367","12520.5444420367","25041.0888840734","25435.9575209784","12323.1101235842","12323.1101235842"
"21.3","12108.7284783788","12294.5210006497","12000","38085.5209567907","46970.4724147175","13047.7060895817","12853.2370359202","103507.135846005","102825.896287362","3.1452948197489","0.984888185374518","7.93297573806115","24589.0420012994","2.03068737111459","12512.6172565988","12512.6172565988","25025.2345131975","25416.2140891332","12317.127468631","12317.127468631"
"21.4","12108.9111345821","12289.0845767307","12000","38179.418717911","46983.3415095335","13045.7306568056","12846.3257263362","103453.626962706","102770.605810689","3.15300180945863","0.985338741789618","7.93007533914837","24578.1691534615","2.02975881813751","12504.8151503278","12504.8151503278","25009.6303006556","25396.6651103364","12311.2977454874","12311.2977454874"
"21.5","12109.075420108","12283.6390200016","12000","38273.1006701334","46996.0497406643","13043.5162913202","12839.3810689825","103399.535412058","102715.04855186","3.16069553969232","0.985788934402145","7.92727460162453","24567.2780400033","2.02883186268767","12497.137638883","12497.137638883","24994.275277766","25377.3133698523","12305.6185928399","12305.6185928399"
"21.6","12109.2209945296","12278.1852489962","12000","38366.5447572546","47008.599118906","13041.0699893371","12832.4065749329","103344.897546815","102659.252599464","3.16837431363973","0.986238662225719","7.92457195853664","24556.3704979925","2.02790670920003","12489.5841012573","12489.5841012573","24979.1682025146","25358.161465248","12300.0874698906","12300.0874698906"
"21.7","12109.3475682307","12272.7241992698","12000","38459.7296567353","47020.9916299197","13038.3986607256","12825.405654128","103289.748958007","102603.245233024","3.17603648256293","0.986687826729715","7.92196585222826","24545.4483985395","2.02698355631772","12482.1537916365","12482.1537916365","24964.307583273","25339.2118021113","12294.7016822173","12294.7016822173"
"21.8","12109.4548996116","12267.2568208582","12000","38552.6347659848","47033.2292345457","13035.509128381","12818.3816172065","103234.124471098","102547.052937652","3.18368044520497","0.98713633181802","7.91945473355818","24534.5136417165","2.02606259696326","12474.8458504838","12474.8458504838","24949.6917009675","25320.4665911694","12289.4584053828","12289.4584053828"
"21.9","12109.5427924215","12261.7840758776","12000","38645.2401888618","47045.3138691139","13032.4081276274","12811.33767731","103178.058143308","102490.70141848","3.19130464719502","0.987584083807542","7.91703706121521","24523.5681517553","2.02514401841024","12467.6593148959","12467.6593148959","24935.3186297917","25301.9278466593","12284.3547064621","12284.3547064621"
"22","12109.6110932121","12256.3069362566","12000","38737.5267223824","47057.24744575","13029.1023056497","12804.2769518584","103121.583262035","102434.215614868","3.1989075804504","0.988030991406511","7.91471130112467","24512.6138725131","2.02422800235537","12460.5931282747","12460.5931282747","24921.1862565494","25283.5973858159","12279.3875636415","12279.3875636415"
"22.1","12109.659688906","12250.826381596","12000","38829.4758436261","47069.0318526781","13025.5982209551","12797.202464301","103064.732344297","102377.619714408","3.20648778257568","0.988476965692528","7.91247592594181","24501.6527631919","2.02331472499088","12453.6461493564","12453.6461493564","24907.2922987127","25265.4768293526","12274.5538840364","12274.5538840364"
"22.2","12109.6885044766","12245.3433971507","12000","38921.069696831","47080.6689545196","13021.90234286","12790.117145841","103007.537137138","102320.937166728","3.21404383625913","0.988921920090405","7.91032941462792","24490.6867943013","2.02240435707721","12446.8171606361","12446.8171606361","24893.6343212721","25247.5676028206","12269.8505198618","12269.8505198618"
"22.3","12109.6975007327","12239.8589719268","12000","39012.2910806694","47092.1605925881","13018.0210510031","12783.0238371369","102950.028618915","102264.190697095","3.22157436866683","0.989365770349754","7.90827025210427","24479.7179438537","2.02149706401604","12440.1048762268","12440.1048762267","24880.2097524535","25229.8709387432","12265.2742830819","12265.2742830819"
"22.4","12109.6866722037","12234.3740968902","12000","39103.1234356964","47103.5085851808","13013.9606348834","12775.9252899807","102892.237001438","102207.402319846","3.22907805083453","0.989808434522351","7.90629692897941","24468.7481937804","2.02059300592355","12433.5079491849","12433.5079491849","24867.0158983698","25212.3878794287","12260.8219586554","12260.8219586554"
"22.5","12108.1284553839","12228.88976328","12000","39193.5508319644","47114.714727866","13009.7272934227","12768.8241689542","102834.191732868","102150.593351634","3.23696192821086","0.990124916469629","7.90440794134533","24457.77952656","2.0199471468016","12427.0249783372","12427.0249783372","24854.0499566743","25195.1192803758","12256.4903164864","12256.4903164864"
"22.6","12105.4626077591","12223.4833405108","12000","39283.7107157683","47125.7807937677","13005.3271345542","12761.7039581918","102775.921501359","102093.631665535","3.24512263501514","0.990344754480858","7.90260179063787","24446.9666810216","2.01949875631785","12420.5590402796","12420.5590402796","24841.1180805593","25178.0658141907","12252.0851734639","12252.0851734639"
"22.7","12102.913720423","12218.2102101229","12000","39373.6971684478","47136.7085338456","13000.7661748359","12754.5535541361","102717.444691932","102036.428433089","3.25324116803434","0.990563553276867","7.90087624918218","24436.4204202457","2.01905268307504","12414.0454247148","12414.0454247147","24828.0908494295","25161.2184275091","12247.4816356749","12247.4816356749"
"22.8","12100.4757772798","12213.0645241017","12000","39463.4824138891","47147.4996771725","12996.0503390912","12747.3770772036","102658.77261692","101979.016617628","3.26131659120271","0.990781286171072","7.89922860702758","24426.1290482034","2.01860897850535","12407.499077558","12407.499077558","24814.998155116","25144.5620486051","12242.7171308134","12242.7171308134"
"22.9","12098.1430658181","12208.0407352377","12000","39553.0398700702","47158.1559312079","12991.185455042","12740.1784904442","102599.917490766","101921.427923553","3.2693480028206","0.99099792736582","7.89765628747503","24416.0814704755","2.01816769215271","12400.9337068377","12400.9337068377","24801.8674136754","25128.0838539307","12237.8254867101","12237.8254867101"
"23","12095.9101622964","12203.1335819468","12000","39642.3441089926","47168.6789820678","12986.1772452024","12732.9616046513","102540.892315946","101863.692837211","3.2773345351522","0.991213451944095","7.89615684275589","24406.2671638937","2.01772887169493","12394.3618652838","12394.3618652838","24788.7237305675","25111.7730319179","12232.8372146086","12232.8372146086"
"23.1","12093.7719176192","12198.338073832","12000","39731.3708172832","47179.0704947919","12981.0313205706","12725.7300833866","102481.710777954","101805.840667093","3.28527535395299","0.991427835859287","7.8947279493544","24396.676147664","2.01729256296962","12387.7950279558","12387.7950279558","24775.5900559117","25095.6205668504","12227.7797724865","12227.7797724865"
"23.2","12091.7234438749","12193.649477951","12000","39820.0967575783","47189.332113607","12975.753175889","12718.4874479053","102422.387148693","101747.899583243","3.29316965794064","0.991641055923377","7.89336740305831","24387.2989559021","2.01685881000326","12381.2436651804","12381.2436651804","24762.4873303609","25079.6190413035","12222.6778097091","12222.6778097091"
"23.3","12089.7601015086","12189.0633057573","12000","39908.4997307798","47199.4654621869","12970.3481862684","12711.2370819726","102362.936197622","101689.896655781","3.30101667822174","0.991853089793884","7.89207311381142","24378.1266115146","2.01642765504276","12374.7173110523","12374.7173110523","24749.4346221046","25063.7624557563","12217.5533942264","12217.5533942264"
"23.4","12087.8774871019","12184.5753006819","12000","39996.5585392557","47209.4721439096","12964.8216049923","12703.9822365591","102303.3731101","101631.857892473","3.30881567768479","0.992063915959831","7.89084310043313","24369.1506013637","2.01599913858875","12368.2246277456","12368.2246277456","24736.4492554912","25048.0460640737","12212.4262234543","12212.4262234543"
"23.5","12086.0714217335","12180.1814263268","12000","40084.2529510448","47219.3537421107","12959.1785623344","12696.7260344109","102243.713412375","101573.808275287","3.31656595036864","0.99227351372699","7.88967548526142","24360.3628526536","2.01557329943029","12361.7734658669","12361.7734658669","24723.5469317338","25032.4662236446","12207.3138199115","12207.3138199115"
"23.6","12084.3379398961","12175.8778552401","12000","40171.5636651049","47229.1118203343","12953.424065243","12689.4714744873","102183.972902729","101515.771795898","3.32426682081437","0.992481863202612","7.88856848876826","24351.7557104802","2.01515017468053","12355.370921072","12355.370921072","24710.741842144","25017.0202590491","12202.2317126194","12202.2317126194"
"23.7","12082.6732789442","12171.6609582453","12000","40258.4722776396","47238.7479225802","12947.5629977594","12682.2214362626","102124.167588312","101457.771490101","3.33191764340725","0.99268894527983","7.88752042418983","24343.3219164906","2.01472979981279","12349.0233871573","12349.0233871573","24698.0467743146","25001.7063382038","12197.1936052127","12197.1936052127"
"23.8","12081.0738690493","12167.5272942981","12000","40344.9612495211","47248.2635735479","12941.6001220528","12674.9786838903","102064.313627251","101399.829471123","3.33951780171476","0.992894741621881","7.88652969220795","24335.0545885962","2.01431220869699","12342.736605826","12342.736605826","24685.4732116519","24986.5233600094","12192.2115316473","12192.2115316473"
"23.9","12079.5363236401","12163.4736008456","12000","40431.0138748214","47257.6602788786","12935.5400799681","12667.7458702268","102004.427275629","101341.966961814","3.34706670782525","0.993099234646283","7.88559477571349","24326.9472016912","2.01389743363598","12336.5157133195","12336.5157133195","24673.0314266391","24971.4708525915","12187.2960003434","12187.2960003434"
"24","12078.0574303052","12159.4967846636","12000","40516.6142504542","47266.9395253926","12929.3873949923","12660.5255407154","101944.524838964","101284.204325723","3.3545638016916","0.993302407509077","7.88471423467812","24318.9935693272","2.01348550540156","12330.3652840952","12330.3652840952","24660.7305681905","24956.5488812939","12182.4561275435","12182.4561275435"
"24.1","12076.6341421381","12155.5939131484","12000","40601.7472469229","47276.1027813252","12923.1464745601","12653.3201371316","101884.622627874","101226.561097053","3.36200855048298","0.993504244089228","7.88388670115588","24311.1878262967","2.01307645327017","12324.2893717208","12324.2893717208","24648.5787434415","24941.7579656387","12177.6997606222","12177.6997606222"
"24.2","12075.2635695019","12151.7622060415","12000","40686.3984801651","47285.1514965586","12916.8216126245","12646.1320011888","101824.73691759","101169.056009511","3.36940044794762","0.993704728973254","7.88311087443292","24303.5244120829","2.01267030505782","12318.2915471491","12318.2915471491","24636.5830942981","24927.0990045288","12173.0335920337","12173.0335920337"
"24.3","12073.9429721973","12147.9990275664","12000","40770.5542844774","47294.0871028516","12910.4169924309","12638.9633780097","101764.883911043","101111.707024077","3.3767390137886","0.993903847440143","7.88238551633962","24295.9980551327","2.01226708715447","12312.3749345271","12312.3749345271","24624.7498690541","24912.5732090173","12168.4632645455","12168.4632645455"
"24.4","12072.6697520129","12144.3018789565","12000","40854.2016865008","47302.911014066","12903.9366894398","12631.8164194621","101705.079705252","101054.531355697","3.38402379305447","0.994101585446613","7.88170944673687","24288.603757913","2.01186682455745","12306.5422446846","12306.5422446846","24613.0844893692","24898.1820420192","12163.9934683596","12163.9934683596"
"24.5","12071.4414456399","12140.6683913558","12000","40937.3283802435","47311.6246263901","12897.3846743483","12624.6931873659","101645.340260777","100997.545498927","3.39125435554589","0.994297929612736","7.8810815391852","24281.3367827117","2.01146954090407","12300.795806441","12300.795806441","24601.591612882","24883.9271643867","12159.6280306886","12159.6280306886"
"24.6","12070.2557179351","12137.0963190739","12000","41019.9227031143","47320.2293185603","12890.7648161719","12617.5956565708","101585.681373986","100940.765252566","3.39843029523917","0.994492867207971","7.88050071680335","24274.1926381477","2.01107525850334","12295.1375958611","12295.1375958611","24590.2751917221","24869.8103868114","12155.3699983164","12155.3699983164"
"24.7","12069.1103555146","12133.5835331771","12000","41101.973612938","47328.7264520783","12884.0808853485","12610.5257179121","101526.118651955","100884.205743297","3.40555122972736","0.994686386137599","7.87996594832061","24267.1670663542","2.01068399836663","12289.569263583","12289.569263583","24579.138527166","24855.8336270569","12151.2217136376","12151.2217136376"
"24.8","12068.0032606633","12130.1280154014","12000","41183.4706659214","47337.1173714273","12877.3365568366","12603.4851810451","101466.667489778","100827.88144836","3.41261679967908","0.994878474929596","7.87947624432548","24260.2560308027","2.01029578023741","12284.0921603361","12284.0921603361","24568.1843206722","24841.9988720624","12147.184884641","12147.184884641"
"24.9","12066.9324455435","12126.7278523682","12000","41264.4039955387","47345.4034042844","12870.5354131801","12596.4757771643","101407.343050128","100771.806217315","3.41962666831521","0.995069122721923","7.87903065371171","24253.4557047364","2.00991062262004","12278.7073607575","12278.7073607575","24557.4147215149","24828.3081444929","12143.2606492685","12143.2606492685"
"25","12065.8960266904","12123.381230091","12000","41344.7642923024","47353.5858617309","12863.6809475199","12589.4991616113","101348.160244886","100715.99329289","3.42658052090334","0.995258319250248","7.87862826032124","24246.7624601821","2.00952854280751","12273.4156856134","12273.4156856134","24546.8313712268","24814.763473344","12139.4496345548","12139.4496345548"
"25.1","12064.8922197781","12120.0864287565","12000","41424.5427843853","47361.6660384593","12856.7765665337","12582.5569163741","101289.133718695","100660.455330992","3.43347806426963","0.995446054836086","7.87826817978249","24240.172857513","2.00914955690826","12268.2177225226","12268.2177225226","24536.4354450451","24801.3668682381","12135.7520109261","12135.7520109261"
"25.2","12063.919334645","12116.8418177676","12000","41503.7312190609","47369.6452129785","12849.8255932902","12575.6505524843","101230.277834294","100605.204419875","3.44031902632761","0.995632320375351","7.87794955654137","24233.6836355352","2.00877367987211","12263.1138452745","12263.1138452745","24526.227690549","24788.1202970785","12132.1675420098","12132.1675420098"
"25.3","12062.9757705653","12113.6458510354","12000","41582.3218449254","47377.5246478163","12842.831270006","12568.7815123154","101171.606659493","100550.252098523","3.44710315562349","0.995817107327294","7.87767156108137","24227.2917020707","2.00840092551519","12258.1042318308","12258.1042318308","24516.2084636616","24775.025666752","12128.6956302856","12128.6956302856"
"25.4","12062.0600117532","12110.4970625071","12000","41660.3073948695","47385.3055897186","12835.7967606963","12561.9511717858","101113.133955675","100495.609374286","3.45383022089726","0.996000407703837","7.87743338732877","24220.9941250142","2.00803130654411","12253.1888810913","12253.1888810913","24506.3777621826","24762.0848065975","12125.3353588839","12125.3353588839"
"25.5","12061.1706230908","12107.3940619194","12000","41737.6810697638","47392.9892698471","12828.7251537129","12555.1608424722","101054.873167715","100441.286739778","3.46050001065884","0.996182214059255","7.87723425023783","24214.7881238389","2.00766483457918","12248.3676285036","12248.3676285036","24496.7352570072","24749.2994543767","12122.0855298188","12122.0855298188"
"25.6","12060.3062460667","12104.3355307649","12000","41814.436522826","47400.576903974","12821.6194641654","12548.411773637","100996.837415194","100387.294189096","3.46711233277871","0.996362519480207","7.87707338355079","24208.6710615298","2.00730152017699","12243.6401605881","12243.6401605881","24487.2803211762","24736.6712445083","12118.9446989221","12118.9446989221"
"25.7","12059.4655949159","12101.3202184616","12000","41890.5678446359","47408.0696926743","12814.4826362218","12541.7051541734","100939.039484836","100333.641233387","3.47366701409192","0.996541317576095","7.87695003772676","24202.6404369231","2.00694137285209","12239.0060284489","12239.0060284489","24478.0120568978","24724.2016983417","12115.911207727","12115.911207727"
"25.8","12058.6474529505","12098.3469387158","12000","41966.0695487664","47415.4688215159","12807.3175452881","12535.0421144727","100881.491824059","100280.336915781","3.48016390001502","0.996718602469713","7.87686347803362","24196.6938774315","2.00658440109808","12234.4646603339","12234.4646603339","24468.9293206678","24711.8922162695","12112.9832125331","12112.983212533"
"25.9","12057.8506690721","12095.4145660682","12000","42040.9365580002","47422.775461247","12800.1270000662","12528.4237282176","100824.206535563","100227.389825741","3.48660285417479","0.996894368788192","7.87681298279636","24190.8291321365","2.00623061240798","12230.0153733062","12230.0153733062","24460.0307466125","24699.7440714894","12110.1587108678","12110.1587108678"
"26","12057.0741544568","12092.5220326146","12000","42115.1641910996","47429.9907679814","12792.9137444916","12521.8510141056","100767.195372887","100174.808112844","3.49298375804814","0.997068611654192","7.87679784179548","24185.0440652293","2.00588001329406","12225.6573840841","12225.6573840841","24451.3147681682","24687.7584052455","12107.4355655454","12107.4355655454"
"26.1","12056.3168794041","12089.6683248918","12000","42188.7481501031","47437.1158833816","12785.6804595529","12515.3249375052","100710.469736847","100122.599500042","3.49930651061224","0.99724132667734","7.87681735480882","24179.3366497836","2.00553260930702","12221.3898191027","12221.3898191027","24442.7796382055","24675.9362233917","12104.8115265096","12104.8115265096"
"26.2","12055.5778703416","12086.8524809216","12000","42261.684508118","47444.1519348393","12778.4297649952","12508.84641205","100654.040672802","100070.7712964","3.50557102800419","0.99741250994588","7.87687083029011","24173.7049618432","2.00518840505471","12217.2117238492","12217.2117238492","24434.4234476984","24664.2783941324","12102.2842506322","12102.2842506322"
"26.3","12054.8562069777","12084.0735874045","12000","42333.9696975833","47451.1000356538","12771.1642209118","12502.4163011723","100597.918868687","100019.330409378","3.51177724318928","0.997582158018528","7.87695758417749","24168.147174809","2.00484740422037","12213.1220715179","12213.1220715179","24426.2441430357","24652.7856468107","12099.8513196304","12099.8513196304"
"26.4","12054.151019595","12081.3307770556","12000","42405.6004989767","47457.9612852082","12763.8863292277","12496.035419581","100542.114653748","99968.2833566478","3.51792510563729","0.997750267916494","7.87707693882536","24162.6615541113","2.00450960958037","12209.119771031","12209.119771031","24418.2395420621","24641.4585716219","12097.5102562511","12097.5102562511"
"26.5","12053.4614864775","12078.6232260759","12000","42476.57402994","47464.7367691431","12756.5985350795","12489.7045346861","100486.637997928","99917.6362774892","3.52401458100591","0.997916837115673","7.87722822205299","24157.2464521517","2.00417502302165","12205.2036744668","12205.2036744668","24410.4073489335","24630.2976201439","12095.2585388616","12095.2585388616"
"26.6","12052.7868314643","12075.950151752","12000","42546.8877348002","47471.4275595288","12749.303228096","12483.4243679733","100431.498511867","99867.3949437861","3.5300456508307","0.998081863538968","7.87741076630314","24151.900303504","2.00384364555875","12201.372583933","12201.372583933","24402.745167866","24619.3031065834","12093.0936145743","12093.0936145743"
"26.7","12052.1263216243","12073.3108101788","12000","42616.5393744634","47478.0347150347","12742.002743585","12477.1955963301","100376.70544745","99817.5647706406","3.53601831222093","0.998245345548742","7.87762390790455","24146.6216203576","2.0035154773505","12197.6252579252","12197.6252579252","24395.2505158504","24608.4752096475","12091.0129110266","12091.0129110266"
"26.8","12051.4792650453","12070.7044940976","12000","42685.5270166594","47484.5592810967","12734.6993636313","12471.0188533288","100322.267698884","99768.1508266308","3.54193257756056","0.998407281939368","7.87786698643175","24141.4089881951","2.00319051771645","12193.960417202","12193.960417202","24387.920834404","24597.8139749577","12089.0138469252","12089.0138469252"
"26.9","12050.8450087322","12068.1305308453","12000","42753.849026518","47491.002290083","12727.3953181112","12464.8947304664","100268.193804241","99719.157843731","3.54778847421389","0.998567671929886","7.87813934415621","24136.2610616906","2.00286876515308","12190.3767502111","12190.3767502111","24380.7535004223","24587.31931793","12087.0938414573","12087.0938414573"
"27","12050.2229366083","12065.5882804087","12000","42821.5040574559","47497.364761457","12720.0927856286","12458.8237783644","100214.491947451","99670.590226915","3.55358604423534","0.998726515156718","7.87844032558279","24131.1765608174","2.00255021734971","12186.8729180961","12186.8729180961","24373.7458361923","24576.9910270546","12085.250322665","12085.250322665"
"27.1","12049.6124676152","12063.0771335783","12000","42888.491042358","47503.6477019388","12712.7938943785","12452.8065079323","100161.169960698","99622.4520634583","3.55932534408273","0.99888381166646","7.87876927706571","24126.1542671566","2.00223487120425","12183.4475593123","12183.4475593123","24366.8951186247","24566.8287675115","12083.480734869","12083.480734869"
"27.2","12049.0130539056","12060.5965101975","12000","42954.8091850343","47509.8521056645","12705.5007229426","12446.8433914949","100108.235327192","99574.7471319593","3.5650064443337","0.999039561908723","7.87912554649844","24121.193020395","2.00192272283881","12180.0992938788","12180.0992938788","24360.1985877575","24556.8320850672","12081.782545224","12081.782545224"
"27.3","12048.4241791255","12058.1458575022","12000","43020.457951938","47515.9789543437","12698.2153010228","12440.9348638866","100055.695184285","99527.4789110932","3.57062942940481","0.999193766729011","7.87950848307211","24116.2917150045","2.00161376761512","12176.8267272906","12176.8267272906","24353.6534545813","24547.0004102017","12080.1532494804","12080.1532494804"
"27.4","12047.84535678","12055.724648546","12000","43085.4370641277","47522.0292174144","12690.9396101174","12435.0813235144","100003.556326912","99480.6505881156","3.57619439727296","0.999346427361636","7.87991743709725","24111.4492970919","2.00130800014984","12173.6284541162","12173.6284541162","24347.2569082325","24537.3330624207","12078.5903770222","12078.5903770222"
"27.5","12047.2761286799","12053.332380707","12000","43149.7464894615","47528.0038521968","12683.6755841449","12429.2831333911","99951.8252113119","99434.2650671288","3.58170145919863","0.999497545422643","7.88035175988382","24106.6647614139","2.00100541432975","12170.5030612996","12170.5030612996","24341.0061225991","24527.8292547112","12077.0914952435","12077.0914952435"
"27.6","12046.7160634636","12050.968574273","12000","43213.386435008","47533.9038040443","12676.425110021","12423.5406221406","99900.5079590273","99388.3249771249","3.58715073945086","0.999647122902764","7.88081080367476","24101.9371485459","2.00070600332688","12167.4491311894","12167.4491311894","24334.8982623788","24518.4880981056","12075.654213326","12075.654213326"
"27.7","12046.1647551924","12048.6327710998","12000","43276.3573396637","47539.7300064937","12669.1900281917","12417.8540849772","99849.6103611442","99342.8326798175","3.5925423750335","0.999795162160365","7.88129392162857","24097.2655421996","2.00040975961354","12164.4652443138","12164.4652443138","24328.9304886277","24509.3086063193","12074.276185468","12074.276185468"
"27.8","12045.6218220136","12046.3245333402","12000","43338.6598669636","47545.4833814126","12661.9721331292","12412.2237846593","99799.1378827564","99297.7902772741","3.59787651541253","0.999941665914397","7.88180046784642","24092.6490666803","2.00011667497733","12161.5499819181","12161.5499819181","24323.0999638362","24500.2897004347","12072.9551136188","12072.9551136188"
"27.9","12044.0434422395","12044.0434422395","12000","43400.2948980752","47551.1648391449","12654.7731737938","12406.6499524199","99749.0956676353","99253.1996193595","3.60346548949389","1","7.88232979743969","24088.086884479","2","12158.7019282821","12158.7019282821","24317.4038565641","24491.4302136048","12071.6887497618","12071.6887497618"
"28","12041.8412701275","12041.8412701275","12000","43461.3678712306","47556.7752786556","12647.5948540648","12401.119745592","99699.4885430841","99208.9579647362","3.60919620980608","1","7.882881266634","24083.682540255","2","12155.8544564181","12155.8544564181","24311.7089128361","24482.7288957528","12070.3444649597","12070.3444649597"
"28.1","12039.7492066211","12039.7492066211","12000","43521.9432296244","47562.3155876724","12640.4388331469","12395.6254416741","99650.3145033194","99165.0035333929","3.61485463548443","1","7.88345371697125","24079.4984132423","2","12152.9699567108","12152.9699567108","24305.9399134216","24474.1778966069","12068.8509651182","12068.8509651182"
"28.2","12037.7617462901","12037.7617462901","12000","43582.0121922769","47567.7866428265","12633.306725953","12390.1684670253","99601.5676156758","99121.3477362026","3.62044149990828","1","7.88404570365264","24075.5234925802","2","12150.0585272887","12150.0585272887","24300.1170545774","24465.7659974477","12067.2340558535","12067.2340558535"
"28.3","12035.8736589756","12035.8736589756","12000","43641.5666902432","47573.1893097912","12626.20010003","12384.7501548913","99553.2427958094","99078.0012391303","3.62595752720436","1","7.88465587485605","24071.7473179512","2","12147.1293765517","12147.1293765517","24294.2587531034","24457.4835503041","12065.5169779514","12065.5169779514"
"28.4","12034.0799760268","12034.0799760268","12000","43700.5993343487","47578.5244434188","12619.1204709455","12379.3717494885","99505.3357234616","99034.9739959077","3.63140343270155","1","7.88528296821989","24068.1599520536","2","12144.1908857115","12144.1908857115","24288.381771423","24449.3223104441","12063.7206162009","12063.7206162009"
