"Time","Shipment Rate","Desired Shipment Rate","Customer Order Rate","Inventory","Desired Inventory","Production Rate","Desired Production","WIP Inventory","Desired WIP","Inventory Coverage","Order Fulfillment Ratio","WIP Coverage","Backlog","Delivery Delay","Material Usage Rate","Desired Material Usage Rate","Desired Material Inventory","Material Inventory","Material Delivery Rate","Desired Material Delivery Rate"
"11","11749.6358388725","12139.1803283464","12000","33736.0141231346","44238.8881846352","10937.1126555405","12372.5813038464","95943.0378436299","98980.650430771","2.87123912483505","0.967910148878481","8.77224555193982","24278.3606566927","2.06630750004781","13891.3875974169","13891.3875974169","27782.7751948338","26880.1404694785","14342.7049600945","14342.7049600945"
"11.1","11750.148170598","12151.6985364027","12000","33654.7618048014","44285.9020823273","10973.97881412","12400.3680552725","96238.4653378175","99202.9444421803","2.86419892891347","0.966955206747288","8.76969665860751","24303.3970728055","2.06834813654682","13882.6076074539","13882.6076074539","27765.2152149079","26925.2722057463","14302.5791120347","14302.5791120347"
"11.2","11751.0063651476","12164.1911278728","12000","33577.1448691536","44332.3283062982","11011.1515472065","12427.4800062176","96529.3282171509","99419.8400497408","2.85738462100917","0.966032697251981","8.76650619177426","24328.3822557457","2.07032329825821","13872.7359225126","13872.7359225126","27745.4718450251","26967.2693562044","14261.8371669229","14261.8371669229"
"11.3","11752.1980973706","12176.6408096155","12000","33503.1593873595","44378.1742024694","11048.5966279043","12453.9204025061","96815.4866546815","99631.3632200488","2.8507994087383","0.965142873237283","8.76269538252168","24353.2816192309","2.07223205543817","13861.8586851897","13861.8586851897","27723.7173703794","27006.1794806454","14220.6276300567","14220.6276300567"
"11.4","11753.7112483167","12189.0309047469","12000","33432.7992404129","44423.4470249386","11086.2799793608","12479.6927293004","97096.8128604101","99837.5418344028","2.84444619525608","0.964285950225893","8.75828619168686","24378.0618094939","2.07407356659244","13850.0572162967","13850.0572162967","27700.1144325934","27042.0563751321","14179.0862450273","14179.0862450273"
"11.5","11755.5338975602","12201.3453423311","12000","33366.0561135173","44468.1539371268","11124.167728545","12504.8007122329","97373.1905841037","100038.405697863","2.83832758293031","0.963462107475622","8.75330118712977","24402.6906846622","2.0758470774115","13837.4082691126","13837.4082691126","27674.8165382253","27074.9592780052","14137.3368992227","14137.3368992227"
"11.6","11757.6543164042","12213.5686474531","12000","33302.9194966158","44512.3020129127","11162.2262596899","12529.2483177653","97644.5146381605","100233.986542122","2.83244587741891","0.962671489045591","8.74776342697723","24427.1372949062","2.07755191958872","13823.9842697463","13823.9842697463","27647.9685394926","27104.9521410162","14095.4924689845","14095.4924689845"
"11.7","11760.0609619211","12225.6859316329","12000","33243.3766909444","44555.8982377513","11200.4222669483","12553.0397527887","97910.6904391661","100424.31802231","2.82680309214262","0.961914204870339","8.74169634908263","24451.3718632658","2.07918750952388","13809.8535443605","13809.8535443605","27619.707088721","27132.10296094","14053.655608251","14053.655608251"
"11.8","11762.7424717851","12237.6828835368","12000","33187.4128214471","44598.9495097794","11238.7228058733","12576.1794634864","98171.6335669073","100609.435707891","2.82140095314104","0.961190331840463","8.73512366686392","24475.3657670736","2.08075334691564","13795.0805339784","13795.0805339784","27590.1610679568","27156.4831673291","14011.9194842922","14011.9194842922"
"11.9","11765.6876598494","12249.5457599476","12000","33135.0108548559","44641.4626409072","11277.0953433918","12598.6721334832","98427.2693397178","100789.377067866","2.81624090429747","0.960499914888254","8.72806927161384","24499.0915198951","2.08224901324711","13779.7259975572","13779.7259975572","27559.4519951143","27178.1670623604","13970.3684639341","13970.3684639341"
"12","11768.88551242","12261.2613769551","12000","33086.1516232101","44683.4443578959","11315.507805991","12620.5226813097","98677.5324051343","100964.181450477","2.81132411291565","0.959842968076638","8.72055714131443","24522.5227539102","2.08367417016938","13763.8472039812","13763.8472039812","27527.6944079625","27197.2313089981","13929.0787534634","13929.0787534634"
"12.1","11772.3251851773","12272.8171013341","12000","33040.8138525672","44724.9013034222","11353.9286258838","12641.7362572124","98922.3663449334","101133.890057699","2.80665147562943","0.959219475689698","8.71261125593288","24545.6342026682","2.08502855778857","13747.4981135954","13747.4981135954","27494.9962271907","27213.7544639464","13888.1189952175","13888.1189952175"
"12.2","11775.9960006957","12284.2008420752","12000","32998.9741966379","44765.8400371294","11392.3267849613","12662.3182393438","99161.7232937045","101298.54591475","2.80222362462491","0.958629393322938","8.70425551912759","24568.4016841505","2.08631199286235","13730.7295498667","13730.7295498667","27461.4590997333","27227.8165521086","13847.550823679","13847.550823679"
"12.3","11779.8874465144","12295.4010420404","12000","32960.6072750645","44806.2670366653","11430.6718563794","12682.2742293664","99395.5635701951","101458.193834931","2.79804093415319","0.958072648971477","8.69551368625135","24590.8020840809","2.08752436691212","13713.5893617346","13713.5893617346","27427.1787234692","27239.4986794898","13807.4293837243","13807.4293837243"
"12.4","11783.9891737083","12306.4066697147","12000","32925.685716051","44846.188698707","11468.934043657","12701.6100475087","99623.8553207306","101612.88038007","2.79410352731084","0.957549144114333","8.68640929850217","24612.8133394295","2.08866564425773","13696.1225771784","13696.1225771784","27392.2451543568","27248.8826816888","13767.8038135125","13767.8038135125"
"12.5","11788.2909959148","12317.2072110293","12000","32894.1802030458","44885.6113399731","11507.0842171983","12720.3317271092","99846.5741740827","101762.653816874","2.79041128306429","0.957058754792978","8.67696562304232","24634.4144220586","2.08973585998137","13678.3715485046","13678.3715485046","27356.7430970092","27256.0508053222","13728.7176943481","13728.7176943481"
"12.6","11792.7828887686","12327.7926612336","12000","32866.0595251742","44924.5411982235","11545.0939481738","12738.445508687","100063.702907213","101907.564069496","2.78696384349412","0.956601332682419","8.66720559888048","24655.5853224672","2.09073511782779","13660.3760898285","13660.3760898285","27320.7521796569","27261.0854199065","13690.2094697036","13690.2094697036"
"12.7","11797.4549897001","12338.1535167952","12000","32841.2906311147","44962.9844332457","11582.9355397229","12755.9578335778","100275.231121379","102047.662668622","2.78376062123459","0.956176706153072","8.65715178829163","24676.3070335903","2.09166358804795","13642.1736071995","13642.1736071995","27284.3472143991","27264.0687578941","13652.312835452","13652.312835452"
"12.8","11802.2975980557","12348.2807673101","12000","32819.838686117","45000.9471278301","11620.5820554588","12772.8753371717","100481.154928126","102183.002697373","2.78080080708384","0.955784681321805","8.64682633353335","24696.5615346203","2.09252150519309","13623.7992217951","13623.7992217951","27247.5984435902","27265.0826807193","13615.0571032305","13615.0571032305"
"12.9","11807.3011754968","12358.1658874074","12000","32801.6671318573","45038.4352887322","11658.0073452779","12789.2048417924","100681.47664476","102313.638734339","2.7780833777603","0.955425043090588","8.63625091860499","24716.3317748147","2.09330916586658","13605.2858865821","13605.2858865821","27210.5717731641","27264.2084688628","13578.4675387327","13578.4675387327"
"13","11812.45634664","12367.8008286325","12000","32786.7377488354","45075.4548476231","11695.18606849","12804.9533492542","100876.20449889","102439.626794034","2.77560710378087","0.955097556171274","8.625446735788","24735.601657265","2.09402692644033","13586.6644968259","13586.6644968259","27173.3289936517","27261.5266340779","13542.5656766128","13542.5656766128"
"13.1","11817.7538998994","12377.1780113005","12000","32775.0107210204","45112.0116620278","11732.0937143022","12820.1280331329","101065.352341724","102561.024265063","2.77337055743726","0.95480196609515","8.61443445670046","24754.356022601","2.09467520074282","13567.9639948023","13567.9639948023","27135.9279896046","27257.1167520566","13507.3696135763","13507.3696135763"
"13.2","11823.1847884969","12386.2903163056","12000","32766.4447024607","45148.1115162524","11768.7066197004","12834.7362307871","101248.939369774","102677.889846297","2.77137212084683","0.954538000205972","8.60323420759654","24772.5806326111","2.09525445772555","13549.2114690483","13549.2114690483","27098.4229380967","27251.057313934","13472.8942811297","13472.8942811297"
"13.3","11828.7401316058","12395.1310768807","12000","32760.996885581","45183.7601222993","11805.001984783","12848.7854351646","101426.989854709","102790.283481317","2.76960999405552","0.954305368635323","8.59186554864215","24790.2621537614","2.09576521911434","13530.4322484686","13530.4322484686","27060.8644969371","27243.4255951421","13439.1516993661","13439.1516993661"
"13.4","11834.4112155972","12403.6940703004","12000","32758.6230708988","45218.9631207705","11840.9578856127","12862.2832864266","101599.532881077","102898.266291413","2.76808220317074","0.954103765259226","8.58034745690007","24807.3881406008","2.09620805705196","13511.6499915943","13511.6499915943","27023.2999831886","27234.2975402319","13406.1512130727","13406.1512130727"
"13.5","11840.1894953592","12411.9735095206","12000","32759.2777379003","45253.7260817609","11876.5532846569","12875.2375634228","101766.602091676","103001.900507382","2.76678660850321","0.953932868635052","8.56869831276267","24823.9470190411","2.0965835917382","13492.8867712762","13492.8867712762","26985.7735425524","27223.7476623797","13373.8997113625","13373.8997113625"
"13.6","11846.0665956623","12419.9640347526","12000","32762.9141168301","45288.0545057389","11911.7680388965","12887.6561750483","101928.235440338","103101.249400387","2.76572091269746","0.953792342917865","8.55693588957596","24839.9280695052","2.0968924890732","13474.1631550729","13474.1631550728","26948.3263101457","27211.8489563883","13342.4018319515","13342.4018319515"
"13.7","11852.0343125443","12427.6607049695","12000","32769.4842611535","45321.9538244171","11946.5829056863","12899.5471515122","102084.474951955","103196.377212098","2.7648826688318","0.953681838755462","8.54507734620627","24855.321409939","2.09713545830962","13455.4982815836","13455.4982815836","26910.9965631673","27198.6728240762","13311.6601511292","13311.6601511292"
"13.8","11858.0846146929","12435.0589893423","12000","32778.9391204677","45355.4294016119","11980.9795464561","12910.918635546","102235.366489545","103287.349084368","2.76426928846944","0.95360099416144","8.53313922230884","24870.1179786845","2.097313249719","13436.9099329576","13436.9099329576","26873.8198659152","27184.2890110308","13281.6753603999","13281.6753603999"
"13.9","11864.2096448037","12442.1547586076","12000","32791.228613644","45388.4865340918","12014.9405283439","12921.7788735789","102380.959528195","103374.230988631","2.76387804964371","0.953549435365757","8.5211374360674","24884.3095172152","2.09742665227719","13418.4146037971","13418.4146037971","26836.8292075941","27168.765553775","13252.4464307066","13252.4464307066"
"14","11870.4017208933","12448.9442763674","12000","32806.301701998","45421.1304524156","12048.449323855","12932.1362069061","102521.30693574","103457.089655249","2.76370610476097","0.953526777642311","8.50908728418322","24897.8885527349","2.09747649137363","13400.0275666604","13400.0275666604","26800.0551333208","27152.168736466","13223.9707650878","13223.9707650878"
"14.1","11876.6533375521","12455.4241903228","12000","32824.1064622942","45453.3663217604","12081.4903086433","12941.9990628734","102656.464760021","103535.992502987","2.76375048840648","0.953532626113182","8.49700344390286","24910.8483806455","2.09746362654885","13381.7629343565","13381.7629343565","26763.525868713","27134.5630563087","13196.2443405587","13196.2443405587"
"14.2","11882.9571671175","12461.5915234452","12000","32844.5901594033","45485.1992427384","12114.0487575123","12951.3759461015","102786.492022592","103611.007568812","2.76400812503901","0.953566576529247","8.4848999768844","24923.1830468903","2.09738894926405","13363.6337192114","13363.6337192114","26727.2674384228","27116.0111969289","13169.2618399583","13169.2618399583"
"14.3","11889.3060607559","12467.4436650893","12000","32867.6993184428","45516.6342522042","12146.1108387322","12960.2754297712","102911.450518762","103682.20343817","2.76447583656141","0.953628216026973","8.47279033471293","24934.8873301786","2.09725338070684","13345.6518894751","13345.6518894751","26691.3037789502","27096.5740090036","13143.0167744484","13143.0167744484"
"14.4","11895.6930494396","12472.9783620515","12000","32893.3797962404","45547.6763240517","12177.6636067717","12968.7061469893","103031.404623836","103749.649175915","2.76515034975537","0.953717123861267","8.46068736588712","24945.956724103","2.09705786963612","13327.8284230284","13327.8284230284","26655.6568460568","27076.3104975009","13117.5015973063","13117.5015973063"
"14.5","11902.1113448072","12478.1937095795","12000","32921.5768519736","45578.330370001","12208.6949935403","12976.6767822537","103146.421105462","103813.414258029","2.7660283035696","0.953832872114333","8.44860332410937","24956.387419159","2.09680339026968","13310.1733585373","13310.1733585373","26620.3467170747","27055.2778149287","13092.7078096103","13092.7078096103"
"14.6","11908.5543398987","12483.0881423392","12000","32952.2352168469","45608.601240376","12239.1937982385","12984.1960630351","103256.568941962","103873.568504281","2.76710625625169","0.953975026380549","8.43654987772339","24966.1762846783","2.0964909402169","13292.6958441948","13292.6958441948","26585.3916883896","27033.531260036","13068.6260583715","13068.6260583715"
"14.7","11915.0156097556","12487.6604253442","12000","32985.2991626809","45638.4937248713","12269.149675909","12991.2727514916","103361.919146557","103930.182011933","2.76838069231514","0.95414314642746","8.42453812015295","24975.3208506884","2.09612153845938","13275.4041841794","13275.4041841794","26550.8083683588","27011.1242814537","13045.246227632","13045.246227632"
"14.8","11921.4889118806","12491.9096448564","12000","33020.7125692963","45668.0125533104","12298.5531247832","12997.9156363294","103462.544597384","103983.325090635","2.76984802933372","0.954336786833009","8.41257858120675","24983.8192897129","2.09569622338153","13258.3058829546","13258.3058829546","26516.6117659093","26988.1084857989","13022.5575230098","13022.5575230098"
"14.9","11927.9681865497","12495.8351992624","12000","33058.4189905865","45697.162396394","12327.3954725138","13004.1335248245","103558.519873202","104033.068198596","2.7715046245566","0.954555497599215","8.40068123912343","24991.6703985248","2.09521605085316","13241.4076875214","13241.4076875214","26482.8153750429","26964.5336498045","13000.5485501407","13000.5485501407"
"15","11934.4475569734","12499.4367899349","12000","33098.3617191829","45725.9478664391","12355.668861382","13009.9352350168","103649.921094702","104079.481880134","2.7733467813383","0.954798824742528","8.38885553324135","24998.8735798699","2.09468209236571","13224.7156277328","13224.7156277328","26449.4312554656","26940.4477360664","12979.2073874325","12979.2073874325"
"15.1","11940.9213293019","12502.7144120863","12000","33140.4838496238","45754.3735181086","12383.3662325673","13015.3295880878","103736.825771337","104122.636704702","2.77537075537883","0.955066310861161","8.37711037718627","25005.4288241725","2.09409543322353","13208.2350547701","13208.2350547701","26416.4701095401","26915.8969120364","12958.521653522","12958.521653522"
"15.2","11947.3839924736","12505.6683456212","12000","33184.7283399503","45782.4438491323","12410.4813095625","13020.3254009308","103819.312653558","104162.603207446","2.77757276076967","0.955357495679708","8.36545417247941","25011.3366912423","2.0934571707914","13191.9706778752","13191.9706778752","26383.9413557503","26890.9255719115","12938.4785697946","12938.4785697946"
"15.3","11953.8302179042","12508.2991459975","12000","33231.0380716592","45810.1633010181","12437.0085808175","13024.9314789244","103897.461590389","104199.451831395","2.77994897584261","0.955671916571429","8.35389482247662","25016.598291995","2.09276841279924","13175.9265994274","13175.9265994274","26351.8531988549","26865.5763611035","12919.0650183031","12919.0650183031"
"15.4","11960.2548590156","12510.6076351023","12000","33279.3559079506","45837.5362597554","12462.9432816888","13029.1566089145","103971.35339225","104233.252871316","2.7824955488189","0.956009109058582","8.34243974655731","25021.2152702046","2.09203027570467","13160.1063484473","13160.1063484473","26320.2126968945","26839.890202991","12900.267595399","12900.267595399"
"15.5","11966.6529506063","12512.5948921515","12000","33329.6247502179","45864.5670565084","12488.2813757723","13033.0095524134","104041.069698926","104264.076419307","2.78520860325687","0.956368607291233","8.33109589448949","25025.189784303","2.09124388311395","13144.5129126042","13144.5129126042","26289.0258252085","26813.9063276862","12882.0726613654","12882.0726613654"
"15.6","11973.0197080621","12514.2622446212","12000","33381.7875927345","45891.2599683021","12513.0195356922","13036.4990390215","104106.692852609","104291.992312172","2.78808424329718","0.956749944504978","8.31986976090423","25028.5244892424","2.09041036426169","13129.1487688029","13129.1487688029","26258.2975376057","26787.6623025623","12864.4663863246","12864.4663863245"
"15.7","11979.3505264102","12515.6112592181","12000","33435.7875754975","45917.6192186983","12537.1551234161","13039.6337600747","104168.30577592","104317.070080597","2.79111855870512","0.957152653458066","8.30876739981955","25031.2225184362","2.08953085254924","13114.0159124134","13114.0159124134","26228.0318248267","26761.1940643145","12847.4347926695","12847.4347926695"
"15.8","11985.6409792191","12516.6437328976","12000","33491.5680351981","45943.6489784646","12560.6861701638","13042.4223625245","104225.99185482","104339.378900196","2.7943076297101","0.957576266848372","8.29779443916004","25033.2874657951","2.088606484142","13099.1158852124","13099.1158852124","26198.2317704248","26734.5359523401","12830.9637942547","12830.9637942547"
"15.9","11991.8868173455","12517.3616839366","12000","33549.0725542925","45969.3533662338","12583.6113559746","13044.8734430511","104279.834826325","104358.987544409","2.7976475316433","0.958020317710765","8.2869560952241","25034.7233678732","2.08763839662513","13084.4498020932","13084.4498020932","26168.8996041863","26707.7207432443","12815.0392325641","12815.0392325641"
"16","11998.0839675334","12517.7673430693","12000","33608.2450081554","45994.7364491558","12605.9299889934","13046.995542414","104329.918670937","104375.964339312","2.80113433937442","0.958484339795333","8.27625718705639","25035.5346861387","2.08662772771756","13070.0183766018","13070.0183766018","26140.0367532036","26680.7796862914","12799.6469100579","12799.6469100579"
"16.1","12004.2285308681","12517.8631446927","12000","33669.0296103014","46019.8022435414","12627.6419845363","13048.7971400403","104376.327509697","104390.377120323","2.80476413154946","0.958967867927015","8.26570215068779","25035.7262893853","2.08557561404363","13055.821945353","13055.821945353","26111.6438907061","26653.742539637","12784.7726208876","12784.7726208876"
"16.2","12010.3167810898","12517.6517181493","12000","33731.3709556683","46044.5547154971","12648.7478439887","13050.2866488529","104419.145505779","104402.293190823","2.80853299463159","0.959470438347165","8.25529505320987","25035.3034362985","2.08448318996186","13041.8604913749","13041.8604913749","26083.7209827499","26626.6376071905","12770.4021791546","12770.4021791546"
"16.3","12016.3451627712","12517.1358790948","12000","33795.2140619582","46068.9977815534","12669.2486335907","13051.4724103378","104458.456770518","104411.779282702","2.81243702674768","0.959991589037557","8.24503960665524","25034.2717581895","2.08335158644995","13028.13366643","13028.13366643","26056.26733286","26599.4917759685","12756.5214448757","12756.5214448757"
"16.4","12022.3102893638","12516.3186209562","12000","33860.5044090401","46093.135309284","12689.1459631583","13052.3626898515","104494.345273802","104418.901518812","2.8164723413433","0.960530860027381","8.23493918165891","25032.6372419124","2.08218193004542","13014.6408123567","13014.6408123566","26029.2816247133","26572.330553813","12743.1163478068","12743.1163478068"
"16.5","12028.2089411187","12515.203106488","12000","33927.1879764196","46116.971117918","12708.4419647893","13052.9656721668","104526.894758721","104423.725377334","2.82063507064952","0.961087793683758","8.22499682087933","25030.406212976","2.08097534184072","13001.3809814732","13001.3809814732","26002.7619629465","26545.1781073581","12730.1729092674","12730.1729092674"
"16.6","12034.0380628868","12513.7926594321","12000","33995.2112787866","46140.508978944","12727.1392715952","13053.2894572557","104556.18866039","104426.315658045","2.82492136896496","0.961661934986299","8.21521525216132","25027.5853188642","2.0797329365319","12988.3529560834","12988.3529560834","25976.7059121668","26518.0573001375","12717.6772620981","12717.6772620981"
"16.7","12039.7947618043","12512.0907562877","12000","34064.5213996574","46163.7526167072","12745.2409965043","13053.342056308","104582.310028839","104426.736450464","2.82932741575675","0.962252831786237","8.20559690142561","25024.1815125755","2.07845582151978","12975.5552671207","12975.5552671207","25951.1105342415","26490.9897307389","12705.615668872","12705.615668872"
"16.8","12045.476304869","12510.1010181975","12000","34135.0660231275","46186.7057089983","12762.7507111731","13053.1313879834","104605.3414559","104425.051103868","2.83384941858458","0.962860035050666","8.19614390527304","25020.2020363951","2.07714509606244","12962.9862119671","12962.9862119671","25925.9724239342","26463.9957709141","12693.9745384771","12693.9745384771"
"16.9","12051.0801164141","12507.8272029541","12000","34206.7934637579","46209.3718876359","12779.6724250418","13052.6652748937","104625.36500598","104421.32219915","2.83848361585172","0.963483099092374","8.18685812329319","25015.6544059082","2.07580185047776","12950.6438714787","12950.6438714787","25901.2877429575","26437.0946035651","12682.7404411749","12682.7404411749"
"17","12056.6037754841","12505.2731971334","12000","34279.6526946206","46231.7547390404","12796.010564571","13051.9514403126","104642.462150623","104415.611522501","2.84322627938764","0.964121581785824","8.17774115007006","25010.5463942667","2.07442716539489","12938.5261262512","12938.5261262512","25877.0522525024","26410.3042605347","12671.900122235","12671.900122235"
"17.1","12062.0450131208","12502.4430083592","12000","34353.5933735293","46253.8578048024","12811.7699526873","13050.9975051097","104656.713706791","104407.980040878","2.84807371686645","0.964775044769734","8.16879432687902","25004.8860167183","2.0730221110532","12926.630672153","12926.630672153","25853.261344306","26383.6416601331","12661.4405142394","12661.4405142394"
"17.2","12067.4017095638","12499.3407577031","12000","34428.565867486","46275.6845822424","12826.9557884711","13049.8109849051","104668.199778738","104398.487879241","2.85302227406587","0.965443053636795","8.16001875307112","24998.6815154063","2.07158774664757","12914.9550351567","12914.9550351567","25829.9100703135","26357.1226443417","12651.3487481426","12651.3487481426"
"17.3","12072.6718913729","12495.9706722249","12000","34504.5212753767","46297.2385249643","12841.57362711","13048.3992874395","104676.999703407","104387.194299516","2.85806833697134","0.966125178110978","8.15141529714252","24991.9413444499","2.07012511971845","12903.4965854944","12903.4965854944","25806.9931709889","26330.7620156403","12641.6121631687","12641.6121631687"
"17.4","12077.8537284779","12492.3370776563","12000","34581.4114489504","46318.5230434023","12855.6293601466","13046.7697101571","104683.191999245","104374.157681256","2.86320833373005","0.966820992212918","8.14298460748805","24984.6741553126","2.06863526558549","12892.2525511628","12892.2525511628","25784.5051023256","26304.5735734077","12632.2183156217","12632.2183156217"
"17.5","12082.9455311621","12488.4443912324","12000","34659.1890121173","46339.5415053598","12869.1291960395","13044.9294379952","104686.854318347","104359.435503962","2.86843873645964","0.967530074413832","8.1347271228394","24976.8887824648","2.06711920682329","12881.220030803","12881.2200308029","25762.4400616059","26278.5701498536","12623.1549866791","12623.1549866791"
"17.6","12087.9457469858","12484.2971146743","12000","34737.807378605","46360.2972365428","12882.0796410621","13042.8855413779","104688.063401823","104343.084331023","2.87375606291641","0.968252007778423","8.12664308238908","24968.5942293486","2.06557795277785","12870.3960059781","12870.3960059781","25740.7920119561","26252.7636454412","12614.4101892355","12614.4101892355"
"17.7","12092.8529576555","12479.899827325","12000","34817.2207680127","46380.793521086","12894.4874805559","13040.6449744057","104686.895038315","104325.159795245","2.87915687802779","0.968986380097215","8.11873253560297","24959.79965465","2.06401249912238","12859.777352871","12859.777352871","25719.5547057421","26227.165063767","12605.9721738586","12605.9721738586"
"17.8","12097.6658758454","12475.2571794422","12000","34897.3842203027","46401.0336020724","12906.3597605555","13038.2145732393","104683.424025546","104305.716585915","2.88463779529404","0.96973278400873","8.11099535172422","24950.5143588845","2.062423827451","12849.3608534236","12849.3608534236","25698.7217068471","26201.7845458657","12597.8294339142","12597.8294339142"
"17.9","12099.3230055282","12470.37388565","12000","34978.2536087737","46421.0206820465","12917.7037698019","13035.6010546707","104677.724134833","104284.808437366","2.89092650826763","0.970245408555971","8.10343122897287","24940.7477712999","2.06133415563041","12839.1432059372","12839.1432059372","25678.2864118744","26176.6314039148","12589.970709917","12589.970709917"
"18","12099.2930046201","12465.4077353736","12000","35060.0916852011","46440.7579235209","12928.5270221566","13032.7727606702","104669.868078446","104262.182085362","2.89769754908931","0.970629542288094","8.09603970344537","24930.8154707471","2.0605183675796","12828.9297641279","12828.9297641279","25657.8595282557","26151.7141543128","12582.0024510993","12582.0024510993"
"18.1","12099.3185150161","12460.4430851426","12000","35143.0150869547","46460.2484494769","12938.8372394294","13029.7162826845","104659.908352643","104237.730261476","2.90454499923611","0.971018320323048","8.08881867944875","24920.8861702851","2.05969337358601","12818.6272371007","12818.6272371007","25637.2544742015","26127.0214230099","12573.7437626965","12573.7437626965"
"18.2","12099.394390265","12455.4771593918","12000","35226.9669593961","46479.4953438584","12948.6423346287","13026.4398840224","104647.887352411","104211.519072179","2.91146530339893","0.971411551354474","8.0817652266562","24910.9543187835","2.05885960200013","12808.2557439067","12808.2557439067","25616.5114878135","26102.5330755695","12565.2449500287","12565.2449500287"
"18.3","12099.5157627908","12450.5074398785","12000","35311.8917538324","46498.5016520602","12957.9503855596","13022.9516502935","104633.848693338","104183.613202348","2.91845495688562","0.97180904643585","8.0748764719722","24901.014879757","2.05801747507402","12797.8339047984","12797.8339047984","25595.6678095968","26078.2319961817","12556.551811506","12556.551811506"
"18.4","12099.6780317488","12445.531651739","12000","35397.7352161093","46517.2703814095","12966.7696052576","13019.2594910149","104617.837045262","104154.075928119","2.92551050724059","0.972210619066496","8.06814960318593","24891.0633034779","2.05716740876619","12787.3789324433","12787.3789324433","25574.7578648866","26054.1037868525","12547.7059714603","12547.7059714603"
"18.5","12099.8768512988","12440.5477501515","12000","35484.4443734602","46535.8045016419","12975.1083156973","13015.3711414332","104599.897977981","104122.969131465","2.9326285556081","0.972616085264525","8.06158187145426","24881.0955003031","2.05630981257734","12776.9067181754","12776.9067181754","25553.8134363508","26030.1364907542","12538.7451909737","12538.7451909737"
"18.6","12100.1081192919","12435.5539075866","12000","35571.9675199001","46554.1069453713","12982.9749244447","13011.2941645267","104580.077818229","104090.353316214","2.93980575786639","0.973025263628179","8.05517059278318","24871.1078151732","2.05544508941369","12766.4319135194","12766.4319135194","25532.8638270387","26006.320338034","12529.7036580217","12529.7036580217"
"18.7","12100.367966367","12430.548501622","12000","35660.2542004153","46572.1806085542","12990.3779039506","13007.0359531559","104558.423517136","104056.287625247","2.94703882555746","0.973437975386855","8.0489131486574","24861.097003244","2.054573635475","12755.9680072114","12755.9680072114","25511.9360144228","25982.6475124842","12520.6122581807","12520.6122581807"
"18.8","12100.6527454507","12425.5301033036","12000","35749.2551941737","46590.0283509473","12997.3257732114","13002.6037323335","104534.982527462","104020.829858668","2.95432452663463","0.973854044443017","8.04280698595073","24851.0602066073","2.0536958401645","12745.5273979364","12745.5273979364","25491.0547958728","25959.1119375812","12511.4988270823","12511.4988270823"
"18.9","12100.9590216533","12420.4974660311","12000","35838.9224969498","46607.6529965604","13003.8270815498","12998.0045615914","104509.802689935","103984.036492731","2.96165968604803","0.974273297406025","8.03684961623463","24840.9949320622","2.05281208601831","12735.1214629898","12735.1214629898","25470.2429259796","25935.7090804958","12502.3883857317","12502.3883857317"
"19","12101.2835625542","12415.4495149484","12000","35929.2093029394","46625.0573341034","13009.8903942865","12993.2453374214","104482.932128079","103945.962699371","2.96904118618603","0.97469556361886","8.03103861458847","24830.8990298969","2.05192274865228","12724.7606230674","12724.7606230674","25449.5212461348","25912.4357727699","12493.3033597498","12493.3033597498"
"19.1","12101.6233288668","12410.3853368207","12000","36020.0699861126","46642.2441174271","13015.5242801024","12988.3327957711","104454.419150957","103906.662366169","2.976465967189","0.975120675178568","8.02537161800255","24820.7706736415","2.05102819672422","12714.454403377","12714.454403377","25428.908806754","25889.2900464382","12484.263783535","12484.2637835349"
"19.2","12101.975465475","12405.3041703774","12000","36111.4600812362","46659.2160659593","13020.7372999025","12983.2735145802","104424.312163284","103866.188116642","2.98393102714976","0.975548466951204","8.01984632345408","24810.6083407548","2.05012879190967","12704.2114912589","12704.2114912589","25408.4229825178","25866.270984454","12475.2874902908","12475.2874902908"
"19.3","12102.33729283","12400.2053971036","12000","36203.336264679","46675.9758651348","13025.5379970175","12978.0739163407","104392.65958242","103824.591330725","2.99143342221404","0.975978776581939","8.01446048572603","24800.4107942073","2.04922488888987","12694.0397904934","12694.0397904934","25388.0795809868","25843.3785843572","12466.3902888083","12466.3902888083"
"19.4","12102.7062986985","12395.0885324621","12000","36295.6563350977","46692.5261668206","13029.9348885905","12972.7402706705","104359.509761768","103781.922165364","2.99897026659244","0.976411444500945","8.00921191503025","24790.1770649243","2.04831683535031","12683.9464724688","12683.9464724688","25367.8929449376","25820.6136341887","12457.5861278433","12457.5861278433"
"19.5","12103.0801302519","12389.9532175272","12000","36388.3791940869","46708.8695897353","13033.9364580133","12967.2786968899","104324.910920155","103738.229575119","3.00653873249449","0.976846313925588","8.00409847448782","24779.9064350544","2.04740497198862","12673.9380243718","12673.9380243718","25347.8760487436","25797.9775997261","12448.8872488805","12448.8872488805"
"19.6","12103.4565864853","12384.7992110146","12000","36481.4648268631","46725.0087198637","13037.5511482907","12961.695166591","104288.911076791","103693.561332728","3.01413604999403","0.977283230859398","7.9991180775129","24769.5984220292","2.04648963253084","12664.0202945593","12664.0202945593","25328.0405891187","25775.472522177","12440.3043280302","12440.3043280302"
